Time,Verhicle Numbers(t),Verhicle Numbers(t-1),Verhicle Numbers(t-2),Verhicle Numbers(t-3),Verhicle Numbers(t-4)
2021-07-10 06:35:00,447,294,625,440,281
2021-07-10 06:40:00,184,447,294,625,440
2021-07-10 06:45:00,134,184,447,294,625
2021-07-10 06:50:00,868,134,184,447,294
2021-07-10 06:55:00,955,868,134,184,447
2021-07-10 07:00:00,478,955,868,134,184
2021-07-10 07:05:00,566,478,955,868,134
2021-07-10 07:10:00,217,566,478,955,868
2021-07-10 07:15:00,452,217,566,478,955
2021-07-10 07:20:00,646,452,217,566,478
2021-07-10 07:25:00,746,646,452,217,566
2021-07-10 07:30:00,497,746,646,452,217
2021-07-10 07:35:00,70,497,746,646,452
2021-07-10 07:40:00,638,70,497,746,646
2021-07-10 07:45:00,973,638,70,497,746
2021-07-10 07:50:00,348,973,638,70,497
2021-07-10 07:55:00,381,348,973,638,70
2021-07-10 08:00:00,273,381,348,973,638
2021-07-10 08:05:00,784,273,381,348,973
2021-07-10 08:10:00,967,784,273,381,348
2021-07-10 08:15:00,620,967,784,273,381
2021-07-10 08:20:00,555,620,967,784,273
2021-07-10 08:25:00,547,555,620,967,784
2021-07-10 08:30:00,325,547,555,620,967
2021-07-10 08:35:00,768,325,547,555,620
2021-07-10 08:40:00,997,768,325,547,555
2021-07-10 08:45:00,683,997,768,325,547
2021-07-10 08:50:00,284,683,997,768,325
2021-07-10 08:55:00,7,284,683,997,768
2021-07-10 09:00:00,674,7,284,683,997
2021-07-10 09:05:00,120,674,7,284,683
2021-07-10 09:10:00,313,120,674,7,284
2021-07-10 09:15:00,529,313,120,674,7
2021-07-10 09:20:00,214,529,313,120,674
2021-07-10 09:25:00,490,214,529,313,120
2021-07-10 09:30:00,890,490,214,529,313
2021-07-10 09:35:00,244,890,490,214,529
2021-07-10 09:40:00,134,244,890,490,214
2021-07-10 09:45:00,502,134,244,890,490
2021-07-10 09:50:00,296,502,134,244,890
2021-07-10 09:55:00,632,296,502,134,244
2021-07-10 10:00:00,439,632,296,502,134
2021-07-10 10:05:00,42,439,632,296,502
2021-07-10 10:10:00,287,42,439,632,296
2021-07-10 10:15:00,731,287,42,439,632
2021-07-10 10:20:00,871,731,287,42,439
2021-07-10 10:25:00,828,871,731,287,42
2021-07-10 10:30:00,740,828,871,731,287
2021-07-10 10:35:00,739,740,828,871,731
2021-07-10 10:40:00,556,739,740,828,871
2021-07-10 10:45:00,266,556,739,740,828
2021-07-10 10:50:00,865,266,556,739,740
2021-07-10 10:55:00,207,865,266,556,739
2021-07-10 11:00:00,57,207,865,266,556
2021-07-10 11:05:00,539,57,207,865,266
2021-07-10 11:10:00,459,539,57,207,865
2021-07-10 11:15:00,425,459,539,57,207
2021-07-10 11:20:00,565,425,459,539,57
2021-07-10 11:25:00,834,565,425,459,539
2021-07-10 11:30:00,506,834,565,425,459
2021-07-10 11:35:00,763,506,834,565,425
2021-07-10 11:40:00,829,763,506,834,565
2021-07-10 11:45:00,30,829,763,506,834
2021-07-10 11:50:00,694,30,829,763,506
2021-07-10 11:55:00,500,694,30,829,763
2021-07-10 12:00:00,564,500,694,30,829
2021-07-10 12:05:00,671,564,500,694,30
2021-07-10 12:10:00,836,671,564,500,694
2021-07-10 12:15:00,998,836,671,564,500
2021-07-10 12:20:00,168,998,836,671,564
2021-07-10 12:25:00,897,168,998,836,671
2021-07-10 12:30:00,45,897,168,998,836
2021-07-10 12:35:00,278,45,897,168,998
2021-07-10 12:40:00,742,278,45,897,168
2021-07-10 12:45:00,242,742,278,45,897
2021-07-10 12:50:00,435,242,742,278,45
2021-07-10 12:55:00,274,435,242,742,278
2021-07-10 13:00:00,948,274,435,242,742
2021-07-10 13:05:00,723,948,274,435,242
2021-07-10 13:10:00,776,723,948,274,435
2021-07-10 13:15:00,98,776,723,948,274
2021-07-10 13:20:00,0,98,776,723,948
2021-07-10 13:25:00,222,0,98,776,723
2021-07-10 13:30:00,512,222,0,98,776
2021-07-10 13:35:00,497,512,222,0,98
2021-07-10 13:40:00,721,497,512,222,0
2021-07-10 13:45:00,3,721,497,512,222
2021-07-10 13:50:00,650,3,721,497,512
2021-07-10 13:55:00,384,650,3,721,497
2021-07-10 14:00:00,224,384,650,3,721
2021-07-10 14:05:00,268,224,384,650,3
2021-07-10 14:10:00,590,268,224,384,650
2021-07-10 14:15:00,737,590,268,224,384
2021-07-10 14:20:00,513,737,590,268,224
2021-07-10 14:25:00,664,513,737,590,268
2021-07-10 14:30:00,798,664,513,737,590
2021-07-10 14:35:00,672,798,664,513,737
2021-07-10 14:40:00,459,672,798,664,513
2021-07-10 14:45:00,786,459,672,798,664
2021-07-10 14:50:00,704,786,459,672,798
2021-07-10 14:55:00,628,704,786,459,672
2021-07-10 15:00:00,839,628,704,786,459
2021-07-10 15:05:00,779,839,628,704,786
2021-07-10 15:10:00,3,779,839,628,704
2021-07-10 15:15:00,408,3,779,839,628
2021-07-10 15:20:00,444,408,3,779,839
2021-07-10 15:25:00,965,444,408,3,779
2021-07-10 15:30:00,835,965,444,408,3
2021-07-10 15:35:00,731,835,965,444,408
2021-07-10 15:40:00,401,731,835,965,444
2021-07-10 15:45:00,596,401,731,835,965
2021-07-10 15:50:00,961,596,401,731,835
2021-07-10 15:55:00,826,961,596,401,731
2021-07-10 16:00:00,317,826,961,596,401
2021-07-10 16:05:00,994,317,826,961,596
2021-07-10 16:10:00,984,994,317,826,961
2021-07-10 16:15:00,752,984,994,317,826
2021-07-10 16:20:00,499,752,984,994,317
2021-07-10 16:25:00,565,499,752,984,994
2021-07-10 16:30:00,590,565,499,752,984
2021-07-10 16:35:00,301,590,565,499,752
2021-07-10 16:40:00,353,301,590,565,499
2021-07-10 16:45:00,510,353,301,590,565
2021-07-10 16:50:00,390,510,353,301,590
2021-07-10 16:55:00,644,390,510,353,301
2021-07-10 17:00:00,926,644,390,510,353
2021-07-10 17:05:00,575,926,644,390,510
2021-07-10 17:10:00,98,575,926,644,390
2021-07-10 17:15:00,919,98,575,926,644
2021-07-10 17:20:00,34,919,98,575,926
2021-07-10 17:25:00,621,34,919,98,575
2021-07-10 17:30:00,737,621,34,919,98
2021-07-10 17:35:00,389,737,621,34,919
2021-07-10 17:40:00,112,389,737,621,34
2021-07-10 17:45:00,696,112,389,737,621
2021-07-10 17:50:00,51,696,112,389,737
2021-07-10 17:55:00,385,51,696,112,389
2021-07-10 18:00:00,360,385,51,696,112
2021-07-10 18:05:00,590,360,385,51,696
2021-07-10 18:10:00,686,590,360,385,51
2021-07-10 18:15:00,625,686,590,360,385
2021-07-10 18:20:00,337,625,686,590,360
2021-07-10 18:25:00,111,337,625,686,590
2021-07-10 18:30:00,507,111,337,625,686
2021-07-10 18:35:00,275,507,111,337,625
2021-07-10 18:40:00,747,275,507,111,337
2021-07-10 18:45:00,912,747,275,507,111
2021-07-10 18:50:00,185,912,747,275,507
2021-07-10 18:55:00,174,185,912,747,275
2021-07-10 19:00:00,197,174,185,912,747
2021-07-10 19:05:00,251,197,174,185,912
2021-07-10 19:10:00,786,251,197,174,185
2021-07-10 19:15:00,956,786,251,197,174
2021-07-10 19:20:00,384,956,786,251,197
2021-07-10 19:25:00,738,384,956,786,251
2021-07-10 19:30:00,709,738,384,956,786
2021-07-10 19:35:00,413,709,738,384,956
2021-07-10 19:40:00,459,413,709,738,384
2021-07-10 19:45:00,25,459,413,709,738
2021-07-10 19:50:00,358,25,459,413,709
2021-07-10 19:55:00,827,358,25,459,413
2021-07-10 20:00:00,674,827,358,25,459
2021-07-10 20:05:00,400,674,827,358,25
2021-07-10 20:10:00,354,400,674,827,358
2021-07-10 20:15:00,905,354,400,674,827
2021-07-10 20:20:00,430,905,354,400,674
2021-07-10 20:25:00,461,430,905,354,400
2021-07-10 20:30:00,476,461,430,905,354
2021-07-10 20:35:00,147,476,461,430,905
2021-07-10 20:40:00,472,147,476,461,430
2021-07-10 20:45:00,624,472,147,476,461
2021-07-10 20:50:00,345,624,472,147,476
2021-07-10 20:55:00,116,345,624,472,147
2021-07-10 21:00:00,343,116,345,624,472
2021-07-10 21:05:00,930,343,116,345,624
2021-07-10 21:10:00,971,930,343,116,345
2021-07-10 21:15:00,163,971,930,343,116
2021-07-10 21:20:00,133,163,971,930,343
2021-07-10 21:25:00,749,133,163,971,930
2021-07-10 21:30:00,956,749,133,163,971
2021-07-10 21:35:00,504,956,749,133,163
2021-07-10 21:40:00,276,504,956,749,133
2021-07-10 21:45:00,537,276,504,956,749
2021-07-10 21:50:00,289,537,276,504,956
2021-07-10 21:55:00,819,289,537,276,504
2021-07-10 22:00:00,454,819,289,537,276
2021-07-10 22:05:00,598,454,819,289,537
2021-07-10 22:10:00,676,598,454,819,289
2021-07-10 22:15:00,970,676,598,454,819
2021-07-10 22:20:00,489,970,676,598,454
2021-07-10 22:25:00,169,489,970,676,598
2021-07-10 22:30:00,468,169,489,970,676
2021-07-10 22:35:00,71,468,169,489,970
2021-07-10 22:40:00,653,71,468,169,489
2021-07-10 22:45:00,82,653,71,468,169
2021-07-10 22:50:00,716,82,653,71,468
2021-07-10 22:55:00,595,716,82,653,71
2021-07-10 23:00:00,251,595,716,82,653
2021-07-10 23:05:00,844,251,595,716,82
2021-07-10 23:10:00,88,844,251,595,716
2021-07-10 23:15:00,578,88,844,251,595
2021-07-10 23:20:00,306,578,88,844,251
2021-07-10 23:25:00,670,306,578,88,844
2021-07-10 23:30:00,40,670,306,578,88
2021-07-10 23:35:00,49,40,670,306,578
2021-07-10 23:40:00,473,49,40,670,306
2021-07-10 23:45:00,170,473,49,40,670
2021-07-10 23:50:00,299,170,473,49,40
2021-07-10 23:55:00,520,299,170,473,49
2021-07-11 00:00:00,681,520,299,170,473
2021-07-11 00:05:00,915,681,520,299,170
2021-07-11 00:10:00,72,915,681,520,299
2021-07-11 00:15:00,595,72,915,681,520
2021-07-11 00:20:00,69,595,72,915,681
2021-07-11 00:25:00,513,69,595,72,915
2021-07-11 00:30:00,464,513,69,595,72
2021-07-11 00:35:00,958,464,513,69,595
2021-07-11 00:40:00,98,958,464,513,69
2021-07-11 00:45:00,481,98,958,464,513
2021-07-11 00:50:00,798,481,98,958,464
2021-07-11 00:55:00,855,798,481,98,958
2021-07-11 01:00:00,15,855,798,481,98
2021-07-11 01:05:00,486,15,855,798,481
2021-07-11 01:10:00,577,486,15,855,798
2021-07-11 01:15:00,127,577,486,15,855
2021-07-11 01:20:00,786,127,577,486,15
2021-07-11 01:25:00,949,786,127,577,486
2021-07-11 01:30:00,425,949,786,127,577
2021-07-11 01:35:00,103,425,949,786,127
2021-07-11 01:40:00,276,103,425,949,786
2021-07-11 01:45:00,941,276,103,425,949
2021-07-11 01:50:00,521,941,276,103,425
2021-07-11 01:55:00,717,521,941,276,103
2021-07-11 02:00:00,127,717,521,941,276
2021-07-11 02:05:00,786,127,717,521,941
2021-07-11 02:10:00,938,786,127,717,521
2021-07-11 02:15:00,630,938,786,127,717
2021-07-11 02:20:00,969,630,938,786,127
2021-07-11 02:25:00,274,969,630,938,786
2021-07-11 02:30:00,359,274,969,630,938
2021-07-11 02:35:00,504,359,274,969,630
2021-07-11 02:40:00,561,504,359,274,969
2021-07-11 02:45:00,700,561,504,359,274
2021-07-11 02:50:00,322,700,561,504,359
2021-07-11 02:55:00,485,322,700,561,504
2021-07-11 03:00:00,473,485,322,700,561
2021-07-11 03:05:00,237,473,485,322,700
2021-07-11 03:10:00,318,237,473,485,322
2021-07-11 03:15:00,20,318,237,473,485
2021-07-11 03:20:00,964,20,318,237,473
2021-07-11 03:25:00,817,964,20,318,237
2021-07-11 03:30:00,601,817,964,20,318
2021-07-11 03:35:00,772,601,817,964,20
2021-07-11 03:40:00,339,772,601,817,964
2021-07-11 03:45:00,690,339,772,601,817
2021-07-11 03:50:00,555,690,339,772,601
2021-07-11 03:55:00,955,555,690,339,772
2021-07-11 04:00:00,81,955,555,690,339
2021-07-11 04:05:00,390,81,955,555,690
2021-07-11 04:10:00,315,390,81,955,555
2021-07-11 04:15:00,458,315,390,81,955
2021-07-11 04:20:00,910,458,315,390,81
2021-07-11 04:25:00,560,910,458,315,390
2021-07-11 04:30:00,150,560,910,458,315
2021-07-11 04:35:00,566,150,560,910,458
2021-07-11 04:40:00,489,566,150,560,910
2021-07-11 04:45:00,18,489,566,150,560
2021-07-11 04:50:00,968,18,489,566,150
2021-07-11 04:55:00,992,968,18,489,566
2021-07-11 05:00:00,191,992,968,18,489
2021-07-11 05:05:00,383,191,992,968,18
2021-07-11 05:10:00,404,383,191,992,968
2021-07-11 05:15:00,151,404,383,191,992
2021-07-11 05:20:00,651,151,404,383,191
2021-07-11 05:25:00,340,651,151,404,383
2021-07-11 05:30:00,530,340,651,151,404
2021-07-11 05:35:00,513,530,340,651,151
2021-07-11 05:40:00,115,513,530,340,651
2021-07-11 05:45:00,301,115,513,530,340
2021-07-11 05:50:00,353,301,115,513,530
2021-07-11 05:55:00,977,353,301,115,513
2021-07-11 06:00:00,985,977,353,301,115
2021-07-11 06:05:00,96,985,977,353,301
2021-07-11 06:10:00,327,96,985,977,353
2021-07-11 06:15:00,482,327,96,985,977
2021-07-11 06:20:00,43,482,327,96,985
2021-07-11 06:25:00,446,43,482,327,96
2021-07-11 06:30:00,494,446,43,482,327
2021-07-11 06:35:00,413,494,446,43,482
2021-07-11 06:40:00,734,413,494,446,43
2021-07-11 06:45:00,972,734,413,494,446
2021-07-11 06:50:00,377,972,734,413,494
2021-07-11 06:55:00,163,377,972,734,413
2021-07-11 07:00:00,25,163,377,972,734
2021-07-11 07:05:00,117,25,163,377,972
2021-07-11 07:10:00,3,117,25,163,377
2021-07-11 07:15:00,316,3,117,25,163
2021-07-11 07:20:00,290,316,3,117,25
2021-07-11 07:25:00,863,290,316,3,117
2021-07-11 07:30:00,394,863,290,316,3
2021-07-11 07:35:00,565,394,863,290,316
2021-07-11 07:40:00,318,565,394,863,290
2021-07-11 07:45:00,971,318,565,394,863
2021-07-11 07:50:00,935,971,318,565,394
2021-07-11 07:55:00,4,935,971,318,565
2021-07-11 08:00:00,479,4,935,971,318
2021-07-11 08:05:00,748,479,4,935,971
2021-07-11 08:10:00,912,748,479,4,935
2021-07-11 08:15:00,19,912,748,479,4
2021-07-11 08:20:00,882,19,912,748,479
2021-07-11 08:25:00,984,882,19,912,748
2021-07-11 08:30:00,506,984,882,19,912
2021-07-11 08:35:00,557,506,984,882,19
2021-07-11 08:40:00,608,557,506,984,882
2021-07-11 08:45:00,32,608,557,506,984
2021-07-11 08:50:00,49,32,608,557,506
2021-07-11 08:55:00,964,49,32,608,557
2021-07-11 09:00:00,13,964,49,32,608
2021-07-11 09:05:00,210,13,964,49,32
2021-07-11 09:10:00,268,210,13,964,49
2021-07-11 09:15:00,336,268,210,13,964
2021-07-11 09:20:00,391,336,268,210,13
2021-07-11 09:25:00,923,391,336,268,210
2021-07-11 09:30:00,358,923,391,336,268
2021-07-11 09:35:00,797,358,923,391,336
2021-07-11 09:40:00,480,797,358,923,391
2021-07-11 09:45:00,192,480,797,358,923
2021-07-11 09:50:00,244,192,480,797,358
2021-07-11 09:55:00,57,244,192,480,797
2021-07-11 10:00:00,504,57,244,192,480
2021-07-11 10:05:00,780,504,57,244,192
2021-07-11 10:10:00,222,780,504,57,244
2021-07-11 10:15:00,656,222,780,504,57
2021-07-11 10:20:00,221,656,222,780,504
2021-07-11 10:25:00,722,221,656,222,780
2021-07-11 10:30:00,939,722,221,656,222
2021-07-11 10:35:00,474,939,722,221,656
2021-07-11 10:40:00,799,474,939,722,221
2021-07-11 10:45:00,583,799,474,939,722
2021-07-11 10:50:00,710,583,799,474,939
2021-07-11 10:55:00,938,710,583,799,474
2021-07-11 11:00:00,401,938,710,583,799
2021-07-11 11:05:00,473,401,938,710,583
2021-07-11 11:10:00,840,473,401,938,710
2021-07-11 11:15:00,169,840,473,401,938
2021-07-11 11:20:00,113,169,840,473,401
2021-07-11 11:25:00,604,113,169,840,473
2021-07-11 11:30:00,499,604,113,169,840
2021-07-11 11:35:00,309,499,604,113,169
2021-07-11 11:40:00,170,309,499,604,113
2021-07-11 11:45:00,745,170,309,499,604
2021-07-11 11:50:00,923,745,170,309,499
2021-07-11 11:55:00,101,923,745,170,309
2021-07-11 12:00:00,958,101,923,745,170
2021-07-11 12:05:00,468,958,101,923,745
2021-07-11 12:10:00,435,468,958,101,923
2021-07-11 12:15:00,998,435,468,958,101
2021-07-11 12:20:00,329,998,435,468,958
2021-07-11 12:25:00,882,329,998,435,468
2021-07-11 12:30:00,31,882,329,998,435
2021-07-11 12:35:00,324,31,882,329,998
2021-07-11 12:40:00,515,324,31,882,329
2021-07-11 12:45:00,999,515,324,31,882
2021-07-11 12:50:00,696,999,515,324,31
2021-07-11 12:55:00,751,696,999,515,324
2021-07-11 13:00:00,373,751,696,999,515
2021-07-11 13:05:00,533,373,751,696,999
2021-07-11 13:10:00,633,533,373,751,696
2021-07-11 13:15:00,9,633,533,373,751
2021-07-11 13:20:00,228,9,633,533,373
2021-07-11 13:25:00,298,228,9,633,533
2021-07-11 13:30:00,412,298,228,9,633
2021-07-11 13:35:00,955,412,298,228,9
2021-07-11 13:40:00,76,955,412,298,228
2021-07-11 13:45:00,254,76,955,412,298
2021-07-11 13:50:00,995,254,76,955,412
2021-07-11 13:55:00,483,995,254,76,955
2021-07-11 14:00:00,516,483,995,254,76
2021-07-11 14:05:00,885,516,483,995,254
2021-07-11 14:10:00,419,885,516,483,995
2021-07-11 14:15:00,686,419,885,516,483
2021-07-11 14:20:00,930,686,419,885,516
2021-07-11 14:25:00,157,930,686,419,885
2021-07-11 14:30:00,860,157,930,686,419
2021-07-11 14:35:00,772,860,157,930,686
2021-07-11 14:40:00,905,772,860,157,930
2021-07-11 14:45:00,121,905,772,860,157
2021-07-11 14:50:00,56,121,905,772,860
2021-07-11 14:55:00,575,56,121,905,772
2021-07-11 15:00:00,684,575,56,121,905
2021-07-11 15:05:00,494,684,575,56,121
2021-07-11 15:10:00,809,494,684,575,56
2021-07-11 15:15:00,723,809,494,684,575
2021-07-11 15:20:00,2,723,809,494,684
2021-07-11 15:25:00,683,2,723,809,494
2021-07-11 15:30:00,248,683,2,723,809
2021-07-11 15:35:00,512,248,683,2,723
2021-07-11 15:40:00,0,512,248,683,2
2021-07-11 15:45:00,57,0,512,248,683
2021-07-11 15:50:00,242,57,0,512,248
2021-07-11 15:55:00,952,242,57,0,512
2021-07-11 16:00:00,917,952,242,57,0
2021-07-11 16:05:00,991,917,952,242,57
2021-07-11 16:10:00,103,991,917,952,242
2021-07-11 16:15:00,385,103,991,917,952
2021-07-11 16:20:00,748,385,103,991,917
2021-07-11 16:25:00,832,748,385,103,991
2021-07-11 16:30:00,47,832,748,385,103
2021-07-11 16:35:00,314,47,832,748,385
2021-07-11 16:40:00,868,314,47,832,748
2021-07-11 16:45:00,644,868,314,47,832
2021-07-11 16:50:00,361,644,868,314,47
2021-07-11 16:55:00,667,361,644,868,314
2021-07-11 17:00:00,983,667,361,644,868
2021-07-11 17:05:00,69,983,667,361,644
2021-07-11 17:10:00,387,69,983,667,361
2021-07-11 17:15:00,780,387,69,983,667
2021-07-11 17:20:00,639,780,387,69,983
2021-07-11 17:25:00,243,639,780,387,69
2021-07-11 17:30:00,847,243,639,780,387
2021-07-11 17:35:00,456,847,243,639,780
2021-07-11 17:40:00,790,456,847,243,639
2021-07-11 17:45:00,949,790,456,847,243
2021-07-11 17:50:00,173,949,790,456,847
2021-07-11 17:55:00,887,173,949,790,456
2021-07-11 18:00:00,567,887,173,949,790
2021-07-11 18:05:00,338,567,887,173,949
2021-07-11 18:10:00,641,338,567,887,173
2021-07-11 18:15:00,467,641,338,567,887
2021-07-11 18:20:00,331,467,641,338,567
2021-07-11 18:25:00,835,331,467,641,338
2021-07-11 18:30:00,656,835,331,467,641
2021-07-11 18:35:00,660,656,835,331,467
2021-07-11 18:40:00,377,660,656,835,331
2021-07-11 18:45:00,389,377,660,656,835
2021-07-11 18:50:00,353,389,377,660,656
2021-07-11 18:55:00,670,353,389,377,660
2021-07-11 19:00:00,172,670,353,389,377
2021-07-11 19:05:00,566,172,670,353,389
2021-07-11 19:10:00,72,566,172,670,353
2021-07-11 19:15:00,247,72,566,172,670
2021-07-11 19:20:00,220,247,72,566,172
2021-07-11 19:25:00,645,220,247,72,566
2021-07-11 19:30:00,357,645,220,247,72
2021-07-11 19:35:00,966,357,645,220,247
2021-07-11 19:40:00,700,966,357,645,220
2021-07-11 19:45:00,946,700,966,357,645
2021-07-11 19:50:00,417,946,700,966,357
2021-07-11 19:55:00,736,417,946,700,966
2021-07-11 20:00:00,752,736,417,946,700
2021-07-11 20:05:00,739,752,736,417,946
2021-07-11 20:10:00,181,739,752,736,417
2021-07-11 20:15:00,895,181,739,752,736
2021-07-11 20:20:00,63,895,181,739,752
2021-07-11 20:25:00,551,63,895,181,739
2021-07-11 20:30:00,995,551,63,895,181
2021-07-11 20:35:00,708,995,551,63,895
2021-07-11 20:40:00,672,708,995,551,63
2021-07-11 20:45:00,78,672,708,995,551
2021-07-11 20:50:00,978,78,672,708,995
2021-07-11 20:55:00,694,978,78,672,708
2021-07-11 21:00:00,735,694,978,78,672
2021-07-11 21:05:00,194,735,694,978,78
2021-07-11 21:10:00,33,194,735,694,978
2021-07-11 21:15:00,969,33,194,735,694
2021-07-11 21:20:00,174,969,33,194,735
2021-07-11 21:25:00,507,174,969,33,194
2021-07-11 21:30:00,544,507,174,969,33
2021-07-11 21:35:00,80,544,507,174,969
2021-07-11 21:40:00,522,80,544,507,174
2021-07-11 21:45:00,742,522,80,544,507
2021-07-11 21:50:00,460,742,522,80,544
2021-07-11 21:55:00,109,460,742,522,80
2021-07-11 22:00:00,649,109,460,742,522
2021-07-11 22:05:00,634,649,109,460,742
2021-07-11 22:10:00,708,634,649,109,460
2021-07-11 22:15:00,488,708,634,649,109
2021-07-11 22:20:00,271,488,708,634,649
2021-07-11 22:25:00,601,271,488,708,634
2021-07-11 22:30:00,748,601,271,488,708
2021-07-11 22:35:00,970,748,601,271,488
2021-07-11 22:40:00,966,970,748,601,271
2021-07-11 22:45:00,900,966,970,748,601
2021-07-11 22:50:00,409,900,966,970,748
2021-07-11 22:55:00,767,409,900,966,970
2021-07-11 23:00:00,45,767,409,900,966
2021-07-11 23:05:00,879,45,767,409,900
2021-07-11 23:10:00,822,879,45,767,409
2021-07-11 23:15:00,903,822,879,45,767
2021-07-11 23:20:00,501,903,822,879,45
2021-07-11 23:25:00,969,501,903,822,879
2021-07-11 23:30:00,145,969,501,903,822
2021-07-11 23:35:00,834,145,969,501,903
2021-07-11 23:40:00,944,834,145,969,501
2021-07-11 23:45:00,490,944,834,145,969
2021-07-11 23:50:00,474,490,944,834,145
2021-07-11 23:55:00,188,474,490,944,834
2021-07-12 00:00:00,604,188,474,490,944
2021-07-12 00:05:00,734,604,188,474,490
2021-07-12 00:10:00,395,734,604,188,474
2021-07-12 00:15:00,271,395,734,604,188
2021-07-12 00:20:00,176,271,395,734,604
2021-07-12 00:25:00,873,176,271,395,734
2021-07-12 00:30:00,228,873,176,271,395
2021-07-12 00:35:00,516,228,873,176,271
2021-07-12 00:40:00,639,516,228,873,176
2021-07-12 00:45:00,600,639,516,228,873
2021-07-12 00:50:00,36,600,639,516,228
2021-07-12 00:55:00,369,36,600,639,516
2021-07-12 01:00:00,752,369,36,600,639
2021-07-12 01:05:00,206,752,369,36,600
2021-07-12 01:10:00,990,206,752,369,36
2021-07-12 01:15:00,716,990,206,752,369
2021-07-12 01:20:00,520,716,990,206,752
2021-07-12 01:25:00,670,520,716,990,206
2021-07-12 01:30:00,151,670,520,716,990
2021-07-12 01:35:00,105,151,670,520,716
2021-07-12 01:40:00,336,105,151,670,520
2021-07-12 01:45:00,713,336,105,151,670
2021-07-12 01:50:00,80,713,336,105,151
2021-07-12 01:55:00,907,80,713,336,105
2021-07-12 02:00:00,203,907,80,713,336
2021-07-12 02:05:00,723,203,907,80,713
2021-07-12 02:10:00,914,723,203,907,80
2021-07-12 02:15:00,124,914,723,203,907
2021-07-12 02:20:00,388,124,914,723,203
2021-07-12 02:25:00,870,388,124,914,723
2021-07-12 02:30:00,566,870,388,124,914
2021-07-12 02:35:00,773,566,870,388,124
2021-07-12 02:40:00,304,773,566,870,388
2021-07-12 02:45:00,65,304,773,566,870
2021-07-12 02:50:00,80,65,304,773,566
2021-07-12 02:55:00,499,80,65,304,773
2021-07-12 03:00:00,962,499,80,65,304
2021-07-12 03:05:00,893,962,499,80,65
2021-07-12 03:10:00,698,893,962,499,80
2021-07-12 03:15:00,50,698,893,962,499
2021-07-12 03:20:00,741,50,698,893,962
2021-07-12 03:25:00,370,741,50,698,893
2021-07-12 03:30:00,921,370,741,50,698
2021-07-12 03:35:00,997,921,370,741,50
2021-07-12 03:40:00,718,997,921,370,741
2021-07-12 03:45:00,573,718,997,921,370
2021-07-12 03:50:00,21,573,718,997,921
2021-07-12 03:55:00,105,21,573,718,997
2021-07-12 04:00:00,600,105,21,573,718
2021-07-12 04:05:00,954,600,105,21,573
2021-07-12 04:10:00,331,954,600,105,21
2021-07-12 04:15:00,380,331,954,600,105
2021-07-12 04:20:00,34,380,331,954,600
2021-07-12 04:25:00,813,34,380,331,954
2021-07-12 04:30:00,603,813,34,380,331
2021-07-12 04:35:00,818,603,813,34,380
2021-07-12 04:40:00,63,818,603,813,34
2021-07-12 04:45:00,590,63,818,603,813
2021-07-12 04:50:00,540,590,63,818,603
2021-07-12 04:55:00,800,540,590,63,818
2021-07-12 05:00:00,115,800,540,590,63
2021-07-12 05:05:00,918,115,800,540,590
2021-07-12 05:10:00,106,918,115,800,540
2021-07-12 05:15:00,746,106,918,115,800
2021-07-12 05:20:00,593,746,106,918,115
2021-07-12 05:25:00,108,593,746,106,918
2021-07-12 05:30:00,564,108,593,746,106
2021-07-12 05:35:00,726,564,108,593,746
2021-07-12 05:40:00,997,726,564,108,593
2021-07-12 05:45:00,518,997,726,564,108
2021-07-12 05:50:00,50,518,997,726,564
2021-07-12 05:55:00,163,50,518,997,726
2021-07-12 06:00:00,878,163,50,518,997
2021-07-12 06:05:00,211,878,163,50,518
2021-07-12 06:10:00,378,211,878,163,50
2021-07-12 06:15:00,751,378,211,878,163
2021-07-12 06:20:00,690,751,378,211,878
2021-07-12 06:25:00,445,690,751,378,211
2021-07-12 06:30:00,481,445,690,751,378
2021-07-12 06:35:00,269,481,445,690,751
2021-07-12 06:40:00,832,269,481,445,690
2021-07-12 06:45:00,947,832,269,481,445
2021-07-12 06:50:00,330,947,832,269,481
2021-07-12 06:55:00,524,330,947,832,269
2021-07-12 07:00:00,198,524,330,947,832
2021-07-12 07:05:00,82,198,524,330,947
2021-07-12 07:10:00,776,82,198,524,330
2021-07-12 07:15:00,118,776,82,198,524
2021-07-12 07:20:00,711,118,776,82,198
2021-07-12 07:25:00,486,711,118,776,82
2021-07-12 07:30:00,884,486,711,118,776
2021-07-12 07:35:00,711,884,486,711,118
2021-07-12 07:40:00,852,711,884,486,711
2021-07-12 07:45:00,119,852,711,884,486
2021-07-12 07:50:00,600,119,852,711,884
2021-07-12 07:55:00,977,600,119,852,711
2021-07-12 08:00:00,626,977,600,119,852
2021-07-12 08:05:00,690,626,977,600,119
2021-07-12 08:10:00,279,690,626,977,600
2021-07-12 08:15:00,134,279,690,626,977
2021-07-12 08:20:00,130,134,279,690,626
2021-07-12 08:25:00,438,130,134,279,690
2021-07-12 08:30:00,471,438,130,134,279
2021-07-12 08:35:00,406,471,438,130,134
2021-07-12 08:40:00,375,406,471,438,130
2021-07-12 08:45:00,915,375,406,471,438
2021-07-12 08:50:00,457,915,375,406,471
2021-07-12 08:55:00,927,457,915,375,406
